cantidad_leche_litros;temperatura_fermentacion;tiempo_fermentacion_horas;cantidad_cultivos_miligramos;tiempo_colado_horas;contenido_grasa_porcentaje;nivel_acidez_pH;cantidad_proteina_gramos;textura_puntuacion;sabor_puntuacion;nivel_calidad
56,21;42,12;9,91;31,57;2,16;5,27;4,15;6,33;5,9;6,32;4,79
64,49;44,43;10,06;31,65;2,07;4,53;4,08;5,71;3,99;4,62;3,91
76,41;43,24;5,97;55,05;1,92;8,69;4,4;5,78;3,87;4,02;3,89
91,38;39,77;8,49;37,6;2,2;6,12;4,28;6,26;3,31;1,04;3,24
58,19;38,61;9,82;45,23;1,46;5,15;4,31;6,13;3,05;2,28;3,39
85,53;35,28;9,16;58,25;3,41;9,95;4,05;6,62;8,17;5,72;5,25
99,09;36,47;10,99;59,18;3,25;3,53;4,32;4,37;4,09;7,73;4,3
89,69;39,66;8,27;53,54;4,63;6,63;4,05;5,65;5,67;4,7;4,29
34,3;40,03;10,04;37,58;3,78;6,99;4,41;7,81;3,45;2,66;3,9
75,58;44,89;6,75;56,37;3,54;7,97;4,26;6,12;2,06;9,99;4,79
27,7;43,01;7,26;51,28;1,36;4,24;4,43;7,57;4,55;6,57;4,8
77,97;41,6;8,68;52,9;3,72;8,65;4,33;6,17;2,9;7,09;4,4
25,53;39,87;8,2;50,33;3,45;7,14;4,0;7,17;7,56;7,25;5,48
27,67;35,74;4,74;30,78;3,43;4,34;4,14;4,15;1,72;5,36;3,3
88,05;36,15;7,06;41,7;4,14;3,8;4,16;5,39;4,62;1,51;3,35
41,87;36,85;8,07;45,92;4,75;8,47;4,3;7,29;4,3;7,03;4,89
78,41;39,36;10,84;46,37;2,52;6,23;4,1;4,7;3,5;5,77;3,88
41,42;41,77;7,46;48,91;2,31;9,94;4,21;6,1;3,07;7,95;4,6
35,0;42,26;4,76;39,71;2,27;7,71;4,27;9,02;3,62;2,68;4,21
98,9;39,16;9,32;47,79;2,44;4,08;4,02;6,79;2,73;5,3;3,99
44,4;36,23;7,12;44,07;3,05;4,17;4,35;4,97;4,66;6,87;4,37
22,94;44,12;12,28;45,39;1,65;6,57;4,39;6,1;2,7;4,34;3,74
79,14;39,53;8,71;59,6;4,54;7,37;4,45;5,87;8,29;1,1;4,17
37,39;44,5;6,24;41,58;1,79;4,69;4,13;7,18;2,87;9,09;4,89
61,45;38,25;7,14;38,09;3,23;9,57;4,38;6,33;6,17;2,42;4,16
48,16;35,23;7,71;60,98;3,14;7,34;4,3;6,51;5,06;1,67;3,79
50,05;44,48;10,24;56,7;3,21;4,85;4,03;5,04;5,34;1,5;3,42
52,82;36,7;7,34;41,27;1,25;7,63;4,17;6,83;3,49;9,11;5,01
66,82;37,17;7,69;58,82;3,1;7,67;4,19;5,74;5,79;8,04;5,05
98,77;37,85;5,78;44,76;2,93;7,21;4,36;4,93;8,58;1,72;4,18
86,85;38,57;7,09;53,15;3,49;4,72;4,3;7,07;3,19;6,98;4,54
97,06;35,84;6,72;52,02;1,5;8,73;4,13;5,73;3,1;8,44;4,59
69,32;41,94;9,9;49,29;4,54;3,17;4,11;5,26;6,35;5,65;4,48
64,7;39,59;9,23;46,56;2,24;7,58;4,48;7,33;1,15;4,5;3,71
70,58;39,25;10,35;47,08;2,73;6,13;4,3;4,37;8,9;1,39;4,05
68,66;40,42;5,25;28,81;1,39;9,88;4,36;5,86;1,54;2,38;3,14
81,87;44,73;9,56;36,66;1,87;5,07;4,32;4,91;3,31;6,96;4,13
58,77;35,11;9,8;65,72;3,68;6,73;4,39;6,26;2,13;9,36;4,67
41,97;43,0;8,01;50,68;2,06;8,2;4,17;6,64;3,62;3,7;3,93
72,58;41,27;6,48;65,19;1,52;8,35;4,45;5,18;9,59;8,08;5,71
59,11;36,9;8,14;56,93;3,15;3,56;4,45;7,34;9,37;9,61;6,31
85,99;44,04;7,9;38,73;3,76;6,66;4,06;5,85;1,22;6,17;3,73
87,67;37,01;11,59;58,61;3,75;6,68;4,24;7,16;2,01;5,16;3,99
74,41;43,75;7,6;49,2;2,98;8,39;4,42;4,68;9,72;3,86;4,8
74,19;40,93;3,98;52,22;3,52;3,42;4,08;6,16;2,52;3,77;3,51
53,24;37,28;8,29;35,39;5,02;9,34;4,37;6,55;5,84;1,52;3,95
31,74;42,3;5,87;55,95;2,81;7,97;4,3;4,23;5,66;1,36;3,41
24,06;40,44;7,45;47,38;3,89;8,94;4,06;6,41;6,75;9,9;5,74
80,13;39,59;5,75;50,8;5,54;5,46;4,22;7,24;4,1;6,97;4,76
37,24;37,61;8,72;45,93;3,37;3,06;4,06;5,35;9,48;7,61;5,5
68,01;35,65;10,61;51,22;1,93;6,16;4,24;7,52;5,69;6,9;5,13
32,4;36,81;5,29;52,32;4,62;4,75;4,36;5,71;9,63;2,32;4,62
62,95;38,82;7,06;45,69;1,29;3,84;4,37;6,52;2,8;1,54;3,23
27,11;41,57;6,07;30,43;1,6;6,73;4,41;5,8;9,89;4,95;5,24
69,12;42,48;6,98;53,4;2,06;4,43;4,19;5,79;2,66;3,87;3,53
48,68;37,6;6,11;44,74;3,03;9,03;4,17;6,51;9,45;5,92;5,53
56,13;41,11;5,17;34,64;0,81;6,07;4,18;5,79;9,63;1,65;4,51
84,19;37,78;6,28;48,79;4,64;8,99;4,46;6,32;2,71;8,1;4,57
68,61;41,8;6,2;45,51;3,6;9,3;4,4;5,95;2,36;4,9;3,81
63,38;42,66;7,38;61,21;3,11;8,29;4,15;4,24;9,33;6,39;5,13
62,41;42,83;9,29;55,29;3,36;3,74;4,14;5,95;7,36;8,51;5,41
97,99;41,76;6,62;52,3;0,85;3,71;4,12;7,01;3,96;5,31;4,29
27,72;40,58;6,48;48,56;3,05;4,84;4,19;5,67;9,27;9,87;6,04
65,52;36,11;8,07;55,47;2,24;8,69;4,09;5,23;7,56;2,71;4,23
97,03;42,2;9,36;66,81;2,57;5,08;4,2;4,52;2,91;6,18;3,8
60,72;44,11;5,38;53,91;4,5;4,56;4,38;7,54;7,54;2,48;4,59
34,25;44,8;13,83;47,48;4,18;3,67;4,03;7,45;1,38;5,26;3,84
47,82;42,88;3,52;45,26;0,46;5,27;4,26;4,52;2,71;9,37;4,42
24,43;43,43;11,12;67,46;3,06;6,17;4,11;6,84;5,42;5,44;4,63
68,96;41,22;3,04;31,17;2,71;9,4;4,06;5,27;7,05;6,96;5,0
40,75;36,08;9,37;40,66;1,54;6,03;4,01;5,86;2,39;9,26;4,56
93,04;42,8;7,28;44,86;3,6;5,79;4,45;6,25;5,53;1,0;3,64
73,34;40,61;8,29;49,49;3,41;6,77;4,34;5,53;4,0;8,79;4,79
91,72;35,78;12,46;38,08;4,18;3,59;4,18;6,56;9,17;5,42;5,28
27,2;42,56;6,54;31,82;4,12;4,51;4,42;7,37;6,57;1,64;4,18
48,5;42,59;7,44;56,21;1,88;8,95;4,08;5,13;1,68;4,24;3,34
74,65;42,65;8,27;42,77;4,07;7,93;4,09;7,23;8,59;6,25;5,53
64,97;44,05;7,48;49,1;2,63;9,99;4,18;6,06;9,79;8,85;6,12
48,18;38,15;8,36;58,48;3,04;3,91;4,41;5,43;5,1;3,19;3,8
53,57;42,11;7,89;51,64;1,68;6,22;4,18;6,31;2,11;6,2;4,02
61,02;36,76;10,22;45,54;1,02;9,27;4,21;4,89;6,91;9,84;5,5
34,44;36,82;6,41;48,1;3,11;7,59;4,14;4,58;3,69;5,87;3,95
75,92;42,96;5,27;40,45;3,55;3,5;4,26;3,8;8,28;7,96;5,07
77,95;37,95;3,06;51,69;3,25;3,82;4,26;7,59;7,32;9,8;6,01
68,42;41,44;9,38;57,94;3,57;8,06;4,02;6,3;1,46;8,99;4,46
23,71;38,38;5,72;39,36;3,6;9,4;4,02;4,8;7,67;7,14;5,05
31,19;39,81;5,97;48,94;3,95;6,2;4,26;6,42;9,24;8,49;5,95
82,43;35,52;6,77;46,17;2,92;4,9;4,05;4,57;7,37;4,51;4,34
31,43;40,82;9,77;51,58;4,17;7,02;4,3;5,43;3,37;3,77;3,65
86,27;44,92;6,52;53,16;2,69;5,69;4,09;6,9;4,46;2,13;3,77
76,1;39,03;8,87;57,17;3,09;4,22;4,45;6,72;2,75;3,86;3,72
70,42;42,62;9,91;49,55;0,54;5,31;4,14;4,56;9,63;5,71;5,05
53,76;42,1;8,94;43,33;4,62;9,62;4,22;5,02;4,95;1,93;3,56
58,24;39,32;9,78;56,94;4,53;8,35;4,12;6,44;3,8;5,46;4,27
31,61;44,72;5,99;50,82;4,47;6,45;4,28;7,05;3,95;8,44;5,01
67,06;36,18;7,39;56,7;4,12;4,92;4,34;7,88;1,66;8,35;4,67
54,77;44,82;7,28;60,44;4,25;4,29;4,33;7,02;7,34;9,55;5,86
53,94;44,3;10,98;39,97;2,63;9,97;4,48;6,01;9,29;7,87;5,8
64,86;36,22;4,83;91,07;3,33;4,58;4,04;5,6;7,61;1,66;4,01
32,01;42,86;3,86;45,66;2,54;6,5;4,01;7,2;1,61;2,13;3,26
92,0;44,02;2,69;43,95;2,77;8,3;4,07;4,28;6,25;7,16;4,66
23,13;38,84;7,6;35,25;1,79;8,26;4,15;5,15;8,73;5,03;4,92
41,83;41,65;4,95;52,05;1,98;3,98;4,16;5,34;2,96;8,11;4,33
31,3;44,74;4,19;47,16;3,81;7,98;4,48;5,57;7,93;5,9;5,0
70,17;37,52;10,49;48,13;4,03;3,45;4,06;7,68;1,37;6,72;4,18
71,25;38,67;9,29;60,77;2,54;4,95;4,28;6,56;9,65;4,36;5,21
85,13;39,96;7,06;60,08;3,21;8,41;4,01;5,47;2,01;5,21;3,65
34,44;40,66;7,88;51,63;3,99;5,95;4,2;6,39;4,2;5,16;4,25
96,84;42,27;6,51;49,17;3,2;8,41;4,07;6,09;4,22;1,24;3,43
33,73;41,86;6,92;66,66;2,52;6,96;4,31;5,27;7,25;1,11;3,86
23,63;43,69;6,43;21,35;4,2;7,48;4,13;5,74;1,01;4,63;3,39
46,68;38,85;8,51;51,89;3,22;8,15;4,31;5,91;7,36;2,43;4,3
56,98;42,07;6,29;53,64;5,25;4,6;4,07;5,99;7,88;1,02;4,02
64,34;38,06;5,07;59,55;2,06;7,76;4,43;4,8;3,95;6,08;4,1
73,79;36,39;5,24;58,22;3,47;6,44;4,15;6,52;4,66;2,48;3,83
47,01;40,02;7,45;56,09;2,5;9,51;4,07;5,52;7,48;6,84;5,11
32,52;40,9;8,96;35,65;2,81;5,84;4,03;6,87;3,72;3,21;3,82
61,71;43,86;11,15;46,3;3,66;8,68;4,34;7,75;8,78;5,08;5,49
92,0;37,99;8,46;28,31;4,62;8,08;4,13;6,63;3,03;3,02;3,66
27,0;36,22;9,3;54,3;2,06;8,2;4,17;5,76;1,46;7,15;4,01
49,43;35,36;8,44;59,04;2,55;4,02;4,44;5,82;3,02;1,83;3,19
34,75;36,56;6,15;59,51;3,12;5,73;4,44;7,64;7,65;4,64;5,07
75,99;44,02;7,97;55,77;3,59;9,83;4,2;4,81;9,34;8,64;5,73
34,93;44,16;7,31;45,07;2,4;8,91;4,01;6,21;1,28;4,77;3,57
22,48;40,35;6,87;60,74;4,0;8,88;4,25;4,14;6,67;9,38;5,21
99,61;40,31;3,98;43,23;3,82;3,47;4,04;5,97;4,0;1,92;3,4
28,34;36,08;7,38;53,12;2,81;6,92;4,26;6,0;4,09;9,71;5,09
57,55;35,31;5,72;31,64;3,15;5,93;4,17;5,46;3,73;6,18;4,17
88,53;35,31;5,44;48,12;2,3;5,91;4,06;5,92;9,79;9,26;6,06
82,33;36,62;6,8;60,92;3,28;3,42;4,38;5,19;1,57;6,27;3,66
40,99;40,29;6,06;52,12;2,76;6,24;4,35;6,01;1,52;6,26;3,87
67,51;42,33;6,91;65,33;1,56;6,84;4,03;5,13;3,35;7,57;4,29
73,64;36,07;9,46;57,97;1,77;9,27;4,19;3,95;5,26;3,45;3,7
34,09;38,38;9,0;42,85;2,01;9,57;4,09;7,06;4,9;4,06;4,35
71,87;41,09;7,6;48,7;4,85;3,12;4,45;7,63;5,26;1,45;3,9
62,64;43,36;8,5;57,11;3,81;5,77;4,25;5,77;3,97;1,06;3,27
91,51;36,09;9,33;50,79;2,33;3,3;4,17;7,02;8,52;4,65;5,08
46,7;39,02;6,2;44,99;3,35;4,4;4,42;5,62;5,16;6,36;4,49
37,42;39,03;7,35;37,93;2,04;9,43;4,38;7,58;8,93;8,92;6,26
29,06;39,74;10,46;55,09;3,31;5,25;4,22;6,31;9,4;1,43;4,52
49,86;41,81;10,47;39,11;2,61;8,02;4,3;6,02;7,24;4,65;4,74
49,22;43,63;8,96;45,58;3,38;8,2;4,24;6,59;7,11;3,16;4,52
54,34;40,52;9,07;40,26;2,97;3,6;4,12;6,61;5,33;2,38;3,9
50,88;44,35;5,64;66,8;3,01;8,68;4,12;4,95;3,66;6,0;4,06
20,27;36,26;8,12;60,09;4,03;8,86;4,25;6,06;6,47;3,73;4,42
57,56;35,6;4,48;33,53;3,18;4,31;4,36;5,92;4,49;8,32;4,82
98,6;38,47;7,02;44,47;2,87;7,99;4,02;6,95;5,9;3,32;4,34
88,15;43,38;9,41;67,47;2,32;6,74;4,38;7,84;9,8;5,88;5,82
88,3;39,37;4,49;63,35;3,04;6,3;4,17;4,99;2,26;3,75;3,3
41,21;41,4;7,12;44,79;5,14;5,42;4,42;6,19;5,42;5,62;4,53
79,37;42,18;9,38;37,75;2,55;3,13;4,22;6,42;7,43;5,13;4,84
28,91;42,02;6,41;44,58;3,44;3,61;4,05;3,66;1,03;4,27;2,81
65,6;35,12;7,43;58,22;3,32;3,8;4,28;4,41;8,7;9,97;5,69
49,05;35,67;7,64;41,95;1,54;6,62;4,12;6,9;3,41;1,02;3,36
82,3;43,61;8,84;54,45;3,3;7,46;4,08;4,57;7,35;5,65;4,62
91,9;44,33;9,1;59,7;4,52;7,18;4,26;4,87;9,5;4,51;4,91
94,41;38,02;9,68;73,87;2,28;8,39;4,21;6,02;6,95;7,18;5,18
52,18;36,9;5,96;44,92;4,25;5,78;4,17;6,62;9,0;4,19;5,05
78,8;35,54;3,48;57,64;3,95;8,21;4,05;5,81;7,31;9,19;5,58
94,93;39,14;7,27;45,22;0,64;3,45;4,18;4,62;4,85;9,14;4,77
86,58;38,93;6,38;41,09;2,79;8,83;4,07;6,5;3,98;7,98;4,82
28,77;39,78;3,56;55,58;3,81;5,8;4,44;5,99;4,5;3,06;3,8
30,24;44,53;4,22;57,47;2,24;8,12;4,2;6,13;7,75;3,16;4,55
82,99;36,24;10,77;47,77;4,24;7,34;4,08;6,56;6,9;2,46;4,29
80,97;40,86;8,76;43,09;3,98;9,95;4,14;4,91;8,6;6,77;5,22
65,77;41,27;9,77;84,67;3,44;4,3;4,36;6,04;8,33;6,01;5,15
53,76;44,78;10,43;35,53;3,42;4,86;4,41;4,15;7,78;2,24;3,91
51,2;37,97;8,62;41,69;3,19;5,24;4,25;7,12;8,01;8,13;5,75
29,0;37,11;7,32;45,51;3,06;6,79;4,0;8,16;2,53;4,55;4,12
37,49;43,98;9,31;63,51;3,9;8,77;4,05;5,54;7,71;6,02;4,98
90,14;42,38;8,57;40,82;4,13;5,64;4,07;6,04;3,57;2,04;3,4
86,46;36,89;7,16;46,09;2,34;4,44;4,15;5,21;1,95;4,21;3,33
64,58;39,07;8,14;50,34;2,76;3,44;4,31;6,42;1,35;1,18;2,86
80,52;43,53;8,85;47,11;1,84;4,29;4,09;6,01;9,77;6,29;5,46
42,84;43,72;7,46;61,57;1,53;3,65;4,05;7,25;9,56;1,17;4,62
48,63;38,19;5,25;32,92;2,1;8,84;4,42;5,85;9,2;7,48;5,66
39,24;40,2;9,08;49,69;2,2;8,74;4,04;5,44;1,77;4,43;3,45
62,16;43,89;8,64;34,41;3,93;8,26;4,06;6,26;1,16;4,37;3,48
71,67;40,37;8,9;58,39;3,45;9,13;4,05;7,32;7,94;5,77;5,34
73,85;40,4;6,88;47,46;3,64;9,97;4,43;6,48;3,19;1,88;3,48
34,38;40,57;9,04;47,46;3,18;4,32;4,22;7,09;7,89;1,77;4,42
30,02;37,61;9,2;72,81;2,67;4,35;4,13;4,95;1,21;7,64;3,81
82,59;35,22;7,62;56,21;5,01;6,44;4,04;6,1;2,02;6,36;3,97
55,38;38,53;7,29;60,67;3,33;4,51;4,1;7,0;2,01;6,06;4,06
37,41;37,02;10,82;37,82;3,49;6,95;4,07;6,11;6,66;3,6;4,37
37,76;39,17;8,55;60,57;3,81;6,97;4,1;6,1;5,91;5,35;4,57
33,17;40,06;8,52;46,36;3,36;6,63;4,29;6,32;1,84;8,93;4,55
33,95;35,59;8,49;44,76;1,89;9,31;4,08;6,05;2,07;5,93;3,95
47,98;36,68;2,78;40,92;3,02;9,15;4,4;5,58;6,07;6,28;4,75
37,0;38,0;9,3;51,64;2,95;5,53;4,32;7,47;6,99;6,25;5,25
44,36;42,41;6,14;47,35;4,72;4,81;4,25;6,36;8,43;2,7;4,58
74,36;38,48;9,65;47,46;3,44;8,07;4,03;4,08;1,49;9,31;4,08
91,32;44,79;7,29;39,88;2,33;4,97;4,22;5,21;8,56;3,55;4,55
26,63;37,77;8,61;48,45;1,71;7,47;4,48;4,6;6,41;7,54;4,82
83,21;36,83;9,38;55,55;2,96;6,61;4,44;5,06;1,08;4,81;3,29
99,19;39,06;7,39;47,51;3,7;9,32;4,32;6,67;2,29;3,36;3,65
87,95;43,93;9,12;27,95;3,09;9,66;4,29;6,8;1,15;3,86;3,55
63,95;37,21;5,74;48,14;2,64;5,72;4,44;6,92;7,38;8,19;5,58
27,76;41,3;6,3;49,03;3,46;6,03;4,35;5,83;2,53;8,39;4,46
52,73;37,28;5,1;42,9;2,74;3,59;4,49;4,62;2,5;4,21;3,3
32,24;38,26;5,66;57,25;2,01;4,85;4,31;5,09;1,03;8,75;4,07
26,71;42,54;8,34;52,59;3,16;4,22;4,17;6,67;6,4;4,18;4,51
33,04;39,16;9,59;48,03;4,38;5,64;4,29;6,8;8,91;8,47;5,95
41,2;35,15;10,7;49,6;2,45;3,5;4,01;6,43;5,03;3,13;3,93
79,35;36,76;7,22;49,25;3,7;7,83;4,25;6,93;8,73;8,48;5,97
76,16;37,58;10,86;45,86;2,24;3,23;4,41;6,41;8,05;7,27;5,39
86,85;39,68;8,43;50,39;3,94;6,17;4,01;6,2;3,38;2,67;3,52
32,36;42,18;6,68;53,4;2,05;6,16;4,2;6,53;3,45;6,51;4,4
23,9;38,55;5,05;61,01;3,12;4,23;4,47;5,72;9,42;6,39;5,36
48,32;38,85;7,37;42,95;2,78;5,35;4,41;5,74;3,99;6,88;4,41
47,89;37,81;7,93;48,26;2,84;3,37;4,31;5,6;1,8;4,0;3,35
33,24;44,9;10,83;56,57;4,22;6,79;4,33;3,9;2,19;6,84;3,72
27,1;39,45;8,03;47,3;2,39;5,61;4,45;6,19;1,06;3,14;3,16
36,27;41,91;7,15;51,48;2,4;4,23;4,04;4,91;2,6;9,46;4,43
57,67;37,87;10,54;46,55;3,4;4,63;4,31;4,54;4,46;2,64;3,42
48,24;36,97;5,27;49,22;1,28;5,09;4,04;6,83;2,52;1,37;3,19
94,64;35,4;8,38;47,4;3,34;6,41;4,3;6,13;4,03;9,67;5,09
26,45;38,23;11,62;45,28;2,54;6,15;4,14;5,67;5,16;8,45;4,95
31,4;35,98;8,95;54,12;2,23;9,33;4,34;5,38;2,76;8,35;4,48
39,07;36,01;9,99;54,36;3,4;8,56;4,24;5,49;8,42;9,73;5,89
78,95;38,8;11,95;61,0;1,61;5,78;4,01;7,08;6,16;8,74;5,45
33,99;40,21;8,03;34,57;6,0;4,94;4,08;7,54;6,17;7,4;5,28
62,16;38,35;10,33;70,9;3,62;8,94;4,34;6,79;5,96;6,8;5,08
90,67;42,24;11,06;55,78;3,42;7,87;4,14;7,15;2,39;3,31;3,7
78,54;41,69;9,91;60,61;2,79;7,28;4,18;4,45;8,73;5,7;4,9
51,88;42,54;6,64;53,81;3,91;8,72;4,08;6,51;2,47;6,97;4,32
81,3;44,21;7,07;41,7;2,71;5,99;4,43;4,75;8,93;9,87;5,8
21,56;38,0;4,2;49,24;1,05;4,56;4,16;4,78;8,85;3,76;4,54
41,84;42,67;7,6;56,48;2,93;7,76;4,17;5,51;1,1;9,96;4,44
47,06;41,27;6,04;62,76;1,92;7,41;4,06;4,49;1,92;6,8;3,74
63,27;43,74;12,15;52,66;1,42;5,41;4,27;7,04;9,54;9,91;6,4
47,84;43,46;8,86;45,34;2,46;5,64;4,23;7,61;6,2;3,43;4,55
83,14;43,46;6,63;62,82;3,05;6,96;4,16;4,64;4,06;7,41;4,33
35,82;43,01;7,55;45,97;3,14;4,39;4,19;7,0;4,77;6,15;4,65
50,43;37,75;4,98;62,05;3,65;3,08;4,03;5,2;5,82;7,92;4,8
51,02;35,13;8,71;55,9;3,31;4,57;4,28;6,73;4,26;7,39;4,76
51,66;38,03;5,4;29,91;3,54;9,27;4,03;7,86;2,55;1,37;3,49
22,65;38,18;10,85;45,43;1,85;6,35;4,35;5,84;4,94;7,76;4,82
38,35;37,42;6,48;40,07;2,28;5,08;4,25;5,18;1,98;5,74;3,67
69,74;38,37;6,78;62,44;3,32;8,73;4,06;5,2;7,48;5,63;4,79
32,37;37,99;7,98;52,05;3,12;7,27;4,29;5,67;9,7;9,79;6,18
21,29;39,87;10,99;49,33;2,24;3,62;4,03;5,42;6,21;8,96;5,14
42,16;44,9;6,48;44,18;3,34;6,13;4,47;6,79;7,55;2,91;4,54
59,69;43,02;10,67;54,04;2,46;7,17;4,17;4,98;3,71;3,75;3,61
60,32;42,46;7,53;64,04;3,67;4,39;4,08;5,48;9,41;3,33;4,69
21,15;40,82;8,77;53,37;2,82;5,97;4,13;6,95;8,48;7,52;5,68
51,29;40,5;8,52;35,41;2,87;3,36;4,33;5,34;2,43;1,88;2,99
87,3;42,16;5,73;37,57;5,3;3,27;4,11;7,04;3,93;1,42;3,51
58,54;35,22;11,09;38,71;3,65;6,25;4,41;6,12;3,39;9,03;4,81
70,72;35,94;9,2;44,93;4,21;7,29;4,02;5,08;8,17;2,76;4,29
51,45;38,31;10,26;62,42;3,53;8,47;4,37;7,85;2,89;9,09;5,12
34,5;35,51;7,23;58,16;5,03;7,69;4,29;8,66;3,35;4,02;4,36
69,97;43,57;7,85;42,65;3,73;4,24;4,41;7,25;6,19;8,58;5,47
22,02;38,87;8,8;47,51;4,05;5,18;4,29;7,87;2,95;2,28;3,72
33,62;35,28;10,06;59,9;3,21;7,88;4,33;5,26;4,1;9,19;4,86
72,39;35,14;6,68;47,4;3,11;7,89;4,17;6,57;1,65;1,14;3,0
68,2;42,64;9,54;33,53;2,39;5,3;4,13;5,45;8,65;6,76;5,24
96,21;40,69;6,28;41,42;2,89;5,53;4,27;6,19;2,12;9,76;4,72
35,43;36,94;6,28;49,98;2,94;6,8;4,07;6,32;4,77;2,84;3,88
65,5;35,08;7,32;50,4;3,93;5,82;4,08;4,67;1,08;8,98;4,02
59,82;39,92;8,23;35,05;1,2;6,65;4,13;8,05;6,61;7,31;5,49
25,82;35,64;6,4;48,85;0,5;6,82;4,34;4,92;2,2;3,61;3,27
82,97;37,82;8,18;55,81;1,91;5,5;4,35;5,39;9,67;9,21;5,95
94,47;42,59;5,43;62,58;3,82;4,86;4,06;6,8;3,58;4,53;4,03
75,53;35,64;10,6;57,9;4,51;4,05;4,46;6,21;6,06;3,2;4,14
50,08;40,32;8,8;48,03;2,03;3,11;4,45;5,74;4,14;6,94;4,4
45,09;41,96;8,77;54,81;2,02;8,58;4,48;8,69;8,93;4,02;5,46
83,81;44,21;4,48;41,34;3,38;9,53;4,12;4,91;8,05;4,53;4,65
78,69;37,02;7,09;62,72;4,42;5,73;4,42;5,69;1,51;5,94;3,72
52,62;35,5;8,64;49,29;2,93;7,81;4,33;5,58;5,74;8,09;5,03
94,26;44,51;11,15;40,03;2,6;7,11;4,15;6,01;1,67;6,12;3,87
52,04;36,51;8,1;61,24;4,37;6,52;4,33;6,59;1,18;4,24;3,53
24,61;37,09;9,97;36,09;2,19;8,57;4,29;6,43;7,67;1,91;4,37
70,07;44,58;7,06;42,58;4,4;8,4;4,32;7,3;8,62;4,16;5,18
80,81;40,4;7,98;58,99;3,14;9,42;4,42;7,33;5,81;4,69;4,73
98,15;39,59;8,12;57,21;3,39;7,41;4,2;6,03;5,41;9,59;5,33
89,0;39,37;9,01;52,85;2,11;4,54;4,17;4,21;4,1;7,47;4,22
38,17;39,84;9,43;58,37;4,47;7,43;4,08;5,47;6,63;4,14;4,35
35,03;40,22;7,67;42,25;2,64;7,17;4,2;4,91;8,86;9,19;5,72
49,14;40,74;9,22;51,99;1,33;3,72;4,2;6,14;9,09;5,08;5,12
43,38;37,9;8,0;50,9;4,83;3,93;4,22;6,83;7,15;6,64;5,19
77,01;40,52;10,66;47,95;2,37;9,49;4,18;6,56;4,55;9,28;5,24
68,55;38,96;8,56;58,65;2,84;5,36;4,26;5,53;1,49;4,28;3,36
22,24;35,09;7,37;60,71;2,94;4,43;4,28;6,64;7,46;9,87;5,88
33,76;37,25;7,24;59,41;2,85;6,68;4,32;7,43;1,15;5,28;3,9
62,66;36,95;11,45;49,58;3,48;7,28;4,34;7,09;8,26;3,43;4,89
39,79;43,97;12,06;46,97;3,71;9,41;4,27;6,5;4,82;5,54;4,55
48,84;37,86;13,6;38,91;2,47;4,51;4,41;4,47;2,82;5,28;3,58
98,14;35,78;10,1;63,39;2,56;5,83;4,38;7,93;9,2;8,15;6,16
84,07;40,64;4,92;56,49;3,52;5,97;4,13;4,95;8,15;1,26;3,96
92,0;42,9;6,86;41,18;3,01;4,32;4,29;4,45;6,2;5,88;4,39
84,87;43,19;11,14;63,22;3,59;9,23;4,33;4,72;4,51;4,49;3,92
80,45;42,7;8,2;42,64;2,5;6,93;4,45;6,36;9,37;5,14;5,28
50,94;42,15;7,45;41,48;3,48;6,28;4,22;5,84;7,72;3,66;4,55
74,05;40,07;8,2;53,27;4,03;3,33;4,21;5,82;9,03;4,62;4,94
53,16;35,84;10,41;47,29;5,29;9,04;4,38;4,16;5,3;8,1;4,68
31,96;35,43;9,0;62,23;3,67;5,65;4,49;7,92;7,65;3,06;4,8
69,22;44,9;6,57;48,68;2,64;8,36;4,5;6,78;3,26;8,04;4,74
97,72;41,83;10,67;39,58;3,11;6,98;4,44;7,34;6,4;3,54;4,57
27,92;42,77;10,02;48,16;1,63;6,3;4,04;6,24;6,78;1,4;3,96
78,69;41,01;7,44;35,01;1,45;3,65;4,06;5,82;5,12;6,13;4,44
45,32;41,61;9,28;44,23;2,63;3,6;4,5;8,42;5,24;3,95;4,55
79,05;43,04;10,06;43,99;3,29;8,23;4,16;6,17;8,48;7,34;5,53
72,97;39,63;9,19;80,76;2,12;8,0;4,41;6,12;3,1;5,08;4,0
64,0;37,48;5,64;40,29;2,31;5,88;4,5;5,56;3,02;3,84;3,56
27,14;40,5;10,85;40,35;1,19;5,91;4,22;6,04;9,7;7,72;5,79
71,69;35,26;13,8;63,08;3,89;9,84;4,14;6,05;9,35;9,65;6,17
74,89;40,45;5,63;50,44;2,36;7,56;4,29;7,18;3,57;4,92;4,28
38,85;40,23;7,87;56,17;4,03;9,43;4,41;6,13;5,98;1,29;3,85
82,34;37,0;9,51;53,67;3,25;7,07;4,25;6,13;5,07;7,68;4,91
54,21;36,03;5,16;74,27;2,88;5,5;4,23;6,36;9,89;9,57;6,26
84,53;38,58;8,84;51,92;3,96;8,91;4,49;5,38;3,92;4,8;3,96
61,32;40,01;10,95;66,48;4,15;7,74;4,06;5,01;7,39;3,7;4,33
33,62;43,78;6,73;58,78;3,57;7,26;4,29;6,68;3,24;7,23;4,57
25,25;39,61;8,72;48,56;4,49;7,56;4,3;6,99;2,81;5,55;4,22
